TIME,X,Y,Z
57374,0.00,-0.01,-0.01
57402,0.00,-0.01,-0.01
57430,0.00,-0.01,-0.01
57458,0.01,-0.01,-0.01
57494,0.00,0.00,-0.01
57523,0.00,-0.01,-0.01
57551,0.00,-0.01,-0.01
57579,0.00,-0.01,-0.01
57607,0.00,-0.01,-0.01
57635,0.00,-0.01,-0.01
57668,0.00,-0.01,-0.01
57696,0.00,-0.02,-0.01
57724,0.00,-0.02,-0.01
57752,0.00,-0.01,-0.01
57780,0.00,-0.01,-0.01
57808,0.00,-0.02,-0.01
57838,0.00,-0.02,-0.01
57866,0.00,-0.02,-0.01
57894,0.01,-0.01,-0.01
57922,0.00,-0.01,-0.01
57951,0.00,-0.02,-0.01
57979,0.00,-0.01,-0.01
58007,0.00,-0.02,-0.01
58037,0.00,-0.01,-0.01
58065,0.00,-0.01,-0.01
58093,0.00,-0.01,-0.01
58121,0.00,-0.01,-0.01
58149,0.00,-0.01,-0.01
58177,0.00,-0.01,-0.01
58208,0.00,-0.02,-0.01
58236,0.00,-0.02,0.00
58264,0.00,-0.02,-0.01
58292,0.00,-0.02,-0.01
58320,0.00,-0.02,-0.01
58348,0.00,-0.02,0.00
58376,0.00,-0.02,0.00
58407,0.00,-0.02,-0.01
58435,0.00,-0.01,-0.02
58466,0.00,-0.02,-0.01
58496,0.00,-0.02,0.00
58524,-0.01,-0.02,-0.01
58552,-0.04,-0.01,0.00
58583,-0.07,0.00,-0.01
58611,-0.11,0.22,-0.03
58639,-0.29,0.18,-0.09
58667,-0.42,0.10,-0.09
58694,-0.51,0.01,-0.08
58722,-0.56,-0.06,-0.11
58750,-0.73,-0.14,-0.13
58779,-1.01,-0.14,-0.09
58807,-1.19,-0.17,-0.12
58834,-1.35,-0.11,-0.12
58862,-1.54,-0.02,-0.03
58889,-1.68,0.06,0.02
58917,-1.72,0.03,0.00
58947,-1.74,0.04,0.00
58973,-1.75,0.03,0.00
59001,-1.76,-0.03,-0.07
59028,-1.79,-0.08,-0.13
59056,-1.80,-0.05,-0.03
59084,-1.67,-0.07,-0.03
59111,-1.52,-0.06,-0.03
59141,-1.31,-0.05,-0.11
59167,-1.11,-0.10,-0.17
59194,-0.98,-0.09,-0.19
59222,-0.97,-0.11,-0.18
59249,-0.92,-0.11,-0.13
59277,-0.76,-0.05,-0.08
59310,-0.67,-0.04,-0.08
59338,-0.65,-0.09,-0.08
59366,-0.60,-0.12,-0.06
59393,-0.54,-0.10,0.02
59421,-0.48,-0.07,0.10
59449,-0.35,-0.06,0.05
59479,-0.22,-0.04,0.00
59507,-0.15,-0.03,0.03
59534,-0.11,-0.04,0.00
59562,-0.08,-0.04,0.02
59590,-0.01,-0.02,0.03
59618,0.09,0.00,-0.03
59646,0.20,0.00,-0.06
59676,0.39,0.00,-0.10
59704,0.64,0.00,-0.11
59732,0.94,0.06,0.00
59759,1.06,0.12,0.11
59787,1.07,0.08,0.11
59814,1.16,-0.02,0.04
59842,1.31,-0.08,-0.01
59872,1.48,-0.01,0.01
59900,1.69,0.00,-0.07
59928,1.79,0.00,-0.14
59956,1.79,0.05,-0.11
59983,1.86,0.18,-0.05
60011,1.82,0.27,0.08
60039,1.76,0.34,0.14
60065,1.62,0.19,0.00
60092,1.47,-0.02,-0.12
60124,1.25,-0.13,-0.16
60154,1.06,-0.10,-0.13
60181,0.88,-0.02,0.08
60209,0.81,-0.02,0.13
60239,0.78,-0.03,0.14
60265,0.74,-0.04,0.13
60292,0.74,-0.03,0.12
60320,0.73,-0.02,0.12
60347,0.70,-0.04,0.11
60375,0.69,-0.04,0.11
60402,0.66,-0.03,0.11
60432,0.56,-0.01,0.10
60458,0.51,0.03,0.08
60486,0.50,0.05,0.07
60513,0.40,0.01,0.08
60541,0.16,-0.05,0.04
60569,0.05,-0.02,0.00
60597,0.02,-0.02,-0.02
60627,0.00,-0.01,-0.02
60655,0.00,-0.01,-0.02
60683,0.01,-0.01,-0.01
60711,0.02,-0.02,0.00
60740,0.02,-0.01,0.00
60768,0.02,-0.01,0.00
60798,0.02,-0.01,-0.01
60826,0.01,-0.01,-0.01
60854,0.01,-0.01,-0.01
60883,0.00,-0.01,-0.01
60911,0.00,-0.01,-0.01
60943,0.00,-0.01,-0.01
60972,0.00,-0.02,-0.01
61005,0.00,-0.01,0.00
61033,0.00,-0.01,-0.01
61061,0.00,-0.01,-0.01
61089,0.00,-0.01,-0.02
61117,0.00,-0.01,-0.01
61145,0.00,-0.01,-0.01
61176,0.00,-0.02,-0.02
61204,0.00,-0.01,-0.01
61232,0.00,-0.02,-0.01
61260,0.00,-0.02,-0.02
61288,0.00,-0.02,-0.01
61316,0.00,-0.02,-0.01
61347,0.00,-0.01,-0.01
61375,0.00,-0.01,-0.01
61403,0.00,-0.01,-0.01
61432,0.00,-0.01,-0.01
61459,0.00,-0.01,-0.01
61487,0.00,-0.01,-0.01
61515,0.00,-0.01,-0.01
61546,0.00,-0.01,-0.01
61575,0.00,-0.02,0.00
61603,0.00,-0.01,0.00
61631,0.01,-0.01,-0.01
61659,0.00,-0.01,-0.01
61687,0.00,-0.01,-0.01
61717,0.00,-0.01,-0.01
61745,0.00,-0.01,-0.01
61778,0.00,-0.02,-0.01
61808,0.00,-0.01,-0.01
61836,0.00,-0.01,-0.01
61864,0.00,-0.01,-0.01
61892,0.00,-0.01,-0.01
61922,0.00,-0.02,-0.01
61950,0.00,-0.01,-0.01
61978,0.00,-0.01,-0.01
62007,0.00,-0.01,-0.01
62035,0.00,-0.02,0.00
62063,0.00,-0.01,0.00
62093,0.00,-0.02,-0.01
62121,0.00,-0.02,-0.01
62149,0.00,-0.01,-0.01
62177,0.00,-0.01,-0.01
62206,0.00,-0.02,-0.01
62233,0.00,-0.02,-0.01
62262,0.00,-0.01,-0.01
62292,0.00,-0.01,-0.01
62320,0.00,-0.02,-0.01
62347,0.00,-0.01,-0.01
62375,0.00,-0.01,-0.02
62404,0.00,-0.02,-0.01
62432,0.00,-0.01,-0.01
62463,0.00,-0.02,-0.02
62491,-0.01,-0.02,0.00
62519,-0.02,-0.02,-0.01
62547,-0.03,-0.02,-0.01
62575,-0.07,-0.03,0.00
62607,-0.34,-0.14,-0.04
62635,-0.70,-0.08,-0.08
62668,-0.90,-0.01,-0.17
62695,-0.98,-0.05,-0.25
62723,-1.17,-0.07,-0.19
62750,-1.41,0.00,-0.07
62778,-1.60,0.05,0.00
62806,-1.65,0.05,0.03
62836,-1.75,0.03,0.06
62864,-1.86,0.01,0.04
62892,-1.84,-0.03,-0.07
62920,-1.72,-0.04,-0.10
62948,-1.59,-0.05,-0.18
62975,-1.48,-0.10,-0.28
63002,-1.37,-0.13,-0.30
63032,-1.24,-0.14,-0.23
63058,-1.18,-0.11,-0.17
63086,-1.10,-0.12,-0.15
63113,-0.98,-0.12,-0.10
63141,-0.88,-0.11,-0.03
63168,-0.84,-0.10,0.00
63198,-0.72,-0.06,-0.02
63224,-0.64,-0.04,-0.02
63252,-0.63,-0.06,-0.03
63280,-0.60,-0.06,-0.01
63307,-0.57,-0.06,-0.01
63335,-0.55,-0.08,0.00
63365,-0.50,-0.09,0.01
63391,-0.45,-0.07,0.02
63422,-0.30,-0.05,0.02
63450,-0.24,-0.06,-0.05
63480,-0.20,-0.04,-0.09
63508,-0.18,-0.02,-0.05
63536,-0.12,-0.02,-0.01
63566,0.00,-0.01,0.00
63594,0.13,0.00,-0.02
63622,0.28,0.00,0.00
63650,0.46,0.02,0.06
63678,0.64,0.08,0.20
63705,0.81,0.09,0.19
63733,0.90,0.11,0.21
63763,1.09,0.08,0.19
63788,1.26,0.01,0.12
63816,1.35,-0.03,0.02
63844,1.42,-0.07,-0.06
63872,1.45,-0.15,-0.09
63899,1.52,-0.13,0.01
63930,1.58,-0.09,-0.01
63955,1.61,-0.08,-0.07
63983,1.64,-0.01,0.01
64011,1.58,0.03,0.05
64039,1.45,0.00,0.03
64067,1.38,-0.08,-0.02
64094,1.32,-0.10,-0.02
64125,1.20,-0.03,0.08
64153,1.07,-0.01,0.11
64180,0.97,0.00,0.12
64208,0.82,0.04,0.12
64240,0.72,0.04,0.05
64268,0.69,-0.01,-0.01
64298,0.71,-0.02,-0.11
64328,0.66,-0.04,-0.25
64356,0.64,-0.05,-0.33
64384,0.52,0.02,-0.02
64411,0.47,-0.03,0.07
64439,0.45,-0.07,0.08
64466,0.59,-0.14,0.10
64496,0.58,-0.07,0.09
64522,0.54,-0.02,0.07
64550,0.16,-0.04,0.04
64578,0.04,-0.02,0.00
64606,0.02,-0.01,-0.02
64634,0.01,-0.01,-0.02
64662,0.02,-0.01,-0.02
64693,0.02,-0.01,0.00
64721,0.02,-0.01,0.00
64749,0.01,-0.01,-0.01
64777,0.00,-0.01,-0.01
64805,0.00,-0.01,-0.01
64833,0.00,-0.01,-0.01
64861,0.00,-0.01,-0.01
64891,0.00,-0.02,-0.01
64919,0.00,-0.01,-0.01
64947,0.00,-0.01,-0.02
64976,0.00,-0.01,-0.02
65004,0.00,-0.01,-0.02
65031,0.00,-0.01,-0.01
65066,0.00,-0.01,-0.01
65094,0.00,-0.01,-0.01
65124,0.00,-0.01,-0.01
65153,0.00,-0.01,-0.02
65181,0.00,-0.01,-0.02
65209,0.00,-0.02,-0.02
65239,0.00,-0.02,0.00
65267,0.00,-0.01,-0.01
65295,0.00,-0.01,-0.02
65323,0.00,-0.01,-0.01
65352,0.00,-0.02,0.00
65380,0.01,-0.02,0.00
65408,0.02,-0.01,-0.01
65438,0.00,-0.01,-0.02
65466,0.00,-0.01,-0.01
65494,0.00,-0.01,-0.01
65523,0.01,-0.01,-0.01
65550,0.00,-0.01,0.00
65579,0.00,-0.02,0.00
65610,0.00,-0.01,-0.01
65638,0.00,-0.01,-0.01
65666,0.00,-0.01,-0.01
65694,0.00,-0.01,-0.01
65722,0.00,-0.02,-0.01
65750,0.00,-0.01,-0.01
65779,0.00,-0.01,-0.01
65809,0.00,-0.01,-0.01
65837,0.00,-0.02,-0.01
65865,0.00,-0.02,-0.01
65898,0.00,-0.01,-0.01
65926,0.00,-0.01,-0.01
65956,0.00,-0.01,-0.01
65987,0.00,-0.01,-0.01
66015,0.00,-0.01,-0.01
66044,0.00,-0.01,-0.01
66072,0.00,-0.01,-0.01
66100,0.00,-0.01,-0.01
66128,-0.03,-0.02,-0.01
66156,-0.03,-0.02,-0.01
66186,-0.03,-0.02,-0.01
66214,-0.08,-0.02,-0.03
66242,-0.22,-0.03,-0.03
66270,-0.41,-0.09,-0.08
66297,-0.56,-0.02,-0.11
66325,-0.78,0.10,-0.16
66354,-1.18,0.09,-0.20
66382,-1.46,0.10,-0.09
66410,-1.68,0.13,0.07
66437,-1.90,0.12,0.14
66465,-2.10,0.07,0.15
66492,-2.19,0.01,0.13
66520,-2.30,-0.05,0.00
66550,-2.43,-0.10,-0.16
66577,-2.29,0.04,-0.08
66605,-2.02,0.04,-0.15
66633,-1.73,-0.07,-0.41
66661,-1.54,-0.12,-0.56
66688,-1.42,-0.08,-0.47
66723,-1.27,0.01,-0.30
66751,-1.06,0.01,-0.33
66781,-0.90,0.03,-0.27
66806,-0.74,-0.02,-0.18
66834,-0.63,-0.04,-0.09
66862,-0.58,-0.05,0.04
66890,-0.58,-0.08,0.13
66920,-0.54,-0.09,0.18
66948,-0.51,-0.10,0.17
66976,-0.45,-0.06,0.21
67003,-0.32,-0.04,0.18
67031,-0.23,-0.06,0.08
67059,-0.21,-0.07,-0.01
67090,-0.19,-0.04,-0.05
67118,-0.13,-0.02,-0.05
67145,-0.09,0.00,-0.04
67173,-0.06,0.00,-0.04
67201,0.03,0.00,-0.03
67228,0.16,0.00,-0.05
67256,0.29,0.02,-0.01
67287,0.38,0.07,0.11
67315,0.50,0.13,0.21
67342,0.67,0.14,0.21
67369,0.87,0.13,0.14
67397,1.01,0.09,0.05
67424,1.05,0.06,0.01
67455,1.11,0.03,0.02
67483,1.27,0.04,0.00
67511,1.37,0.03,-0.02
67544,1.47,0.02,0.09
67572,1.54,0.06,0.17
67601,1.63,0.03,0.12
67629,1.71,-0.04,0.00
67659,1.68,-0.07,-0.08
67687,1.59,-0.01,-0.06
67715,1.60,0.00,-0.05
67743,1.57,-0.05,-0.06
67771,1.45,-0.06,-0.01
67799,1.40,0.00,0.06
67826,1.30,0.03,0.04
67856,1.16,-0.02,-0.03
67882,1.07,-0.03,0.04
67910,0.89,-0.04,0.13
67938,0.81,-0.05,0.14
67966,0.79,-0.05,0.14
67993,0.77,-0.04,0.13
68021,0.72,-0.02,0.11
68050,0.68,0.01,0.11
68076,0.64,0.00,0.10
68104,0.57,-0.04,0.09
68132,0.55,-0.04,0.09
68160,0.52,0.01,0.12
68188,0.23,-0.03,0.07
68218,0.05,-0.02,0.00
68246,0.03,-0.02,0.00
68274,0.02,-0.01,-0.02
68302,0.00,-0.01,-0.03
68330,0.00,-0.01,-0.02
68359,0.00,-0.02,-0.01
68392,0.01,-0.02,0.00
68424,0.01,-0.02,0.00
68452,0.00,-0.01,-0.01
68480,0.00,-0.01,-0.02
68508,0.00,-0.01,-0.01
68537,0.01,-0.01,-0.01
68565,0.00,-0.01,-0.01
68596,0.00,-0.02,-0.01
68624,0.00,-0.02,0.00
68652,0.00,-0.01,-0.01
68680,0.00,-0.01,-0.01
68708,0.00,-0.01,-0.02
68736,0.00,-0.01,-0.01
68764,0.00,-0.02,-0.01
68795,0.00,-0.02,-0.01
68823,0.00,-0.02,-0.02
68851,0.00,-0.01,-0.02
68879,-0.01,-0.02,-0.01
68907,0.00,-0.02,-0.01
68935,0.00,-0.01,-0.01
68966,0.01,-0.01,-0.01
68995,0.00,-0.01,-0.01
69023,0.00,-0.02,0.00
69051,0.00,-0.01,-0.01
69079,0.00,-0.01,-0.01
69107,0.00,-0.02,-0.01
69135,0.00,-0.01,-0.01
69166,0.00,-0.01,-0.01
69198,0.00,-0.02,-0.01
69227,0.00,-0.01,-0.01
69257,0.00,-0.01,-0.01
69285,0.00,-0.02,-0.01
69312,0.00,-0.02,0.00
69349,0.00,-0.01,-0.01
69377,0.00,-0.02,-0.01
69406,0.00,-0.02,-0.01
69433,0.01,-0.01,0.00
69461,0.00,-0.01,-0.01
69489,0.00,-0.01,0.00
69519,0.00,-0.01,-0.01
69548,0.00,-0.01,-0.02
69576,0.00,-0.01,-0.01
69604,0.00,-0.01,-0.01
69633,0.00,-0.01,-0.01
69661,0.00,-0.02,-0.01
69689,0.00,-0.02,-0.01
69719,0.00,-0.02,-0.01
69747,0.00,-0.02,-0.01
69776,-0.01,-0.01,-0.02
69804,-0.03,-0.02,-0.01
69832,-0.04,-0.02,-0.02
69860,-0.09,-0.01,-0.04
69891,-0.21,0.02,-0.06
69918,-0.36,0.00,-0.07
69946,-0.53,-0.02,-0.08
69974,-0.65,0.00,-0.13
70005,-0.81,0.00,-0.18
70032,-0.97,0.00,-0.20
70060,-1.10,0.00,-0.21
70090,-1.23,-0.01,-0.21
70118,-1.31,-0.03,-0.20
70145,-1.39,-0.04,-0.24
70173,-1.45,-0.05,-0.23
70201,-1.55,-0.07,-0.18
70229,-1.59,-0.05,-0.16
70259,-1.53,-0.06,-0.12
70287,-1.46,-0.08,-0.12
70315,-1.42,-0.07,-0.17
70342,-1.44,-0.16,-0.27
70370,-1.35,-0.19,-0.30
70397,-1.32,-0.19,-0.26
70427,-1.26,-0.19,-0.25
70455,-1.16,-0.15,-0.23
70483,-1.17,-0.12,-0.12
70510,-1.13,-0.10,0.05
70538,-1.03,-0.08,0.08
70565,-0.95,-0.04,0.09
70593,-0.97,-0.04,0.13
70623,-0.89,-0.06,0.13
70651,-0.83,-0.07,0.10
70679,-0.77,-0.07,0.11
70706,-0.69,-0.08,0.07
70734,-0.60,-0.10,0.00
70762,-0.51,-0.10,0.00
70792,-0.45,-0.07,0.00
70821,-0.33,-0.05,0.00
70849,-0.23,-0.04,0.02
70879,-0.12,-0.04,0.00
70905,-0.07,-0.02,-0.03
70933,-0.07,-0.04,-0.03
70960,-0.03,-0.06,-0.02
70991,-0.02,-0.04,0.00
71019,-0.03,-0.02,0.01
71047,-0.02,-0.02,0.00
71075,0.03,-0.02,-0.02
71103,0.04,-0.01,-0.01
71131,0.01,0.00,-0.01
71162,0.00,0.00,0.00
71190,0.03,-0.01,-0.02
71218,0.05,0.00,-0.02
71246,0.09,0.00,0.00
71274,0.15,0.01,0.04
71302,0.23,0.04,0.05
71330,0.35,0.05,0.02
71360,0.46,0.06,0.02
71388,0.51,0.10,0.08
71416,0.55,0.12,0.13
71444,0.64,0.11,0.09
71472,0.78,0.14,0.03
71499,0.92,0.11,0.00
71527,1.04,0.08,0.00
71558,1.16,0.06,0.01
71586,1.25,0.05,-0.03
71614,1.37,0.06,-0.12
71646,1.38,0.08,-0.03
71674,1.42,0.06,0.12
71704,1.47,0.03,0.25
71730,1.50,0.09,0.32
71760,1.52,0.10,0.24
71788,1.57,0.03,0.09
71816,1.48,-0.05,-0.02
71843,1.42,-0.02,-0.16
71871,1.41,0.02,-0.20
71899,1.38,0.06,-0.10
71929,1.13,0.03,0.16
71957,0.99,-0.02,0.20
71985,0.91,0.00,0.17
72013,0.85,0.02,0.14
72041,0.81,0.03,0.15
72068,0.81,0.04,0.16
72096,0.75,0.04,0.14
72126,0.67,0.00,0.12
72154,0.63,-0.04,0.10
72182,0.54,-0.04,0.09
72210,0.48,-0.03,0.08
72237,0.40,-0.03,0.06
72265,0.35,-0.03,0.05
72293,0.35,-0.02,0.05
72324,0.33,-0.02,0.04
72352,0.29,0.01,0.05
72380,0.27,0.03,0.05
72407,0.27,0.04,0.04
72435,0.18,0.00,0.03
72462,0.07,-0.03,0.02
72495,0.03,-0.02,0.00
72527,0.01,-0.02,-0.02
72555,0.00,-0.02,0.00
72584,0.00,-0.02,0.00
72612,0.02,-0.02,0.00
72640,0.02,-0.02,-0.01
72668,0.00,-0.01,0.00
72698,0.00,-0.01,0.00
72726,0.00,-0.01,-0.01
72755,0.00,-0.01,-0.02
72783,0.00,-0.01,-0.01
72811,0.00,-0.02,-0.01
72839,0.02,-0.02,-0.01
72867,0.02,-0.01,0.00
72898,0.00,-0.02,-0.02
72926,0.00,-0.01,-0.02
72954,0.00,-0.01,-0.01
72983,0.00,-0.01,-0.01
73011,0.00,-0.02,-0.01
73039,0.01,-0.02,-0.01
73069,0.01,-0.01,-0.01
73097,0.02,-0.01,0.00
73125,0.00,-0.02,0.00
73154,0.00,-0.02,0.00
73182,0.00,-0.01,-0.01
73210,0.00,-0.01,-0.01
73239,0.00,-0.02,-0.01
73269,0.00,-0.02,-0.01
73302,0.00,-0.01,-0.01
73330,0.00,-0.01,-0.01
73361,0.00,-0.01,-0.01
73389,0.00,-0.02,0.00
73417,0.00,-0.02,0.00
73448,0.00,-0.01,-0.01
73476,0.00,-0.01,-0.02
73504,0.00,-0.01,-0.02
73532,0.00,-0.02,-0.01
73560,0.00,-0.01,0.00
73589,0.00,-0.02,0.00
73620,0.00,-0.01,-0.01
73648,0.00,-0.02,-0.01
73676,0.00,-0.01,-0.01
73703,0.00,-0.01,-0.02
73731,0.00,-0.01,-0.02
73759,0.00,-0.01,-0.01
73787,0.00,-0.01,-0.01
73817,0.01,-0.01,-0.01
73846,0.00,-0.02,-0.01
73874,0.00,-0.02,0.00
73902,0.00,-0.01,-0.01
73930,0.00,-0.01,-0.02
73958,0.00,-0.01,-0.01
73988,0.00,-0.02,0.00
74017,0.00,-0.01,0.00
74045,0.02,-0.01,-0.01
74073,0.01,-0.01,0.00
74101,0.00,-0.01,-0.01
74130,0.00,-0.01,-0.01
74162,0.00,-0.02,-0.01
74195,0.00,-0.02,0.00
74223,0.00,-0.02,-0.01
74251,-0.02,-0.02,-0.02
74280,-0.02,-0.01,-0.02
74308,-0.02,-0.02,-0.01
74336,-0.01,-0.02,-0.01
74366,-0.03,-0.02,0.00
74394,-0.09,-0.01,-0.02
74423,-0.26,0.07,-0.03
74451,-0.42,0.15,0.04
74478,-0.57,0.06,0.09
74506,-0.67,0.05,0.21
74534,-0.82,0.05,0.24
74564,-1.04,0.03,0.29
74589,-1.26,0.04,0.34
74617,-1.56,0.05,0.32
74644,-1.77,0.11,0.25
74672,-1.86,0.13,0.06
74700,-1.90,0.10,-0.11
74730,-1.98,0.11,-0.19
74758,-2.06,0.07,-0.26
74785,-2.03,0.11,-0.27
74813,-1.94,0.18,-0.29
74840,-1.86,0.17,-0.38
74868,-1.75,0.06,-0.44
74896,-1.75,0.04,-0.36
74926,-1.68,0.06,-0.25
74958,-1.55,0.04,-0.25
74986,-1.43,0.05,-0.16
75016,-1.22,0.05,-0.06
75042,-1.08,0.03,-0.05
75070,-0.98,-0.02,-0.07
75101,-0.89,-0.05,0.00
75129,-0.74,-0.06,0.04
75157,-0.53,-0.08,0.03
75184,-0.40,-0.08,0.05
75212,-0.31,-0.09,0.07
75240,-0.19,-0.14,0.06
75268,-0.06,-0.12,0.03
75298,0.03,-0.07,0.05
75326,0.13,-0.07,0.05
75354,0.22,-0.10,0.00
75382,0.29,-0.08,-0.02
75410,0.41,-0.07,-0.07
75437,0.57,-0.09,-0.16
75465,0.71,-0.09,-0.18
75495,0.89,-0.07,-0.17
75523,1.12,-0.04,-0.16
75551,1.32,-0.05,-0.19
75579,1.66,-0.01,-0.16
75606,1.90,0.00,-0.17
75634,2.02,0.00,-0.22
75664,2.10,0.06,-0.10
75690,2.16,0.08,0.00
75718,2.17,0.05,0.00
75746,2.15,0.00,-0.07
75774,2.10,-0.04,-0.05
75807,1.94,-0.06,0.03
75837,1.81,-0.08,0.00
75867,1.79,-0.03,-0.05
75895,1.70,-0.04,-0.15
75923,1.51,-0.02,0.12
75951,1.31,-0.04,0.23
75979,1.16,-0.04,0.23
76007,1.07,0.00,0.19
76037,0.94,-0.02,0.15
76064,0.85,-0.03,0.13
76092,0.60,-0.08,0.15
76120,0.08,-0.10,0.02
76148,0.02,-0.01,-0.02
76177,0.00,-0.01,-0.03
76205,-0.02,-0.01,-0.02
76235,0.00,-0.01,0.00
76264,0.02,-0.01,0.00
76292,0.02,-0.01,0.00
76320,0.01,-0.01,0.00
76348,0.00,-0.01,0.00
76377,0.00,-0.01,-0.01
76407,0.00,-0.01,-0.02
76436,0.00,-0.01,-0.01
76464,0.00,-0.01,-0.01
76492,0.00,-0.01,-0.01
76520,0.00,-0.01,-0.01
76549,0.00,-0.02,-0.01
76577,0.00,-0.01,-0.01
76612,0.00,-0.01,-0.01
76640,0.00,-0.01,-0.01
76670,0.00,-0.01,-0.01
76698,0.01,-0.01,-0.01
76726,0.00,-0.01,-0.01
76754,0.00,-0.01,-0.02
76785,0.00,-0.01,-0.01
76813,0.00,-0.01,-0.01
76841,0.00,-0.01,-0.01
76870,0.00,-0.02,0.00
76898,0.00,-0.01,-0.01
76926,0.00,-0.01,-0.01
76953,0.00,-0.02,-0.01
76984,0.00,-0.01,-0.01
77012,0.00,-0.01,-0.01
77041,0.00,-0.02,-0.01
77069,0.00,-0.01,-0.01
77097,0.00,-0.01,-0.01
77125,0.00,-0.01,-0.01
77156,0.00,-0.01,-0.01
77184,0.00,-0.02,-0.01
77213,0.00,-0.01,-0.01
77241,0.00,-0.01,-0.01
77269,0.00,-0.01,-0.01
77297,0.00,-0.01,-0.01
77325,0.00,-0.01,-0.01
77356,0.00,-0.01,0.00
77384,0.00,-0.01,-0.01
77413,0.00,-0.01,-0.01
77441,0.00,-0.02,-0.01
77474,0.00,-0.01,-0.01
77504,0.00,-0.02,-0.01
77535,0.00,-0.01,-0.01
77563,0.00,-0.01,-0.01
77591,0.00,-0.02,0.00
77619,0.00,-0.01,-0.01
77647,0.00,-0.01,-0.01
77676,0.00,-0.01,-0.02
77704,0.00,-0.02,-0.01
77735,0.00,-0.01,-0.01
77763,0.00,-0.01,-0.01
77791,0.00,-0.02,-0.01
77819,0.00,-0.01,-0.01
77848,0.00,-0.02,-0.01
77876,0.00,-0.01,-0.01
77907,0.00,-0.01,-0.01
77935,0.00,-0.01,-0.01
77963,0.00,-0.01,-0.01
77991,0.00,-0.01,-0.01
78019,0.01,-0.01,-0.01
78048,0.01,-0.01,-0.01
78076,0.00,-0.01,-0.01
78107,0.00,-0.01,-0.02
78135,0.00,-0.01,-0.01
78163,0.00,-0.01,-0.01
78191,0.00,-0.02,-0.01
78219,0.00,-0.01,0.00
78247,0.00,-0.01,-0.01
78278,-0.01,-0.01,-0.02
78311,-0.01,-0.01,-0.01
78341,-0.02,-0.02,-0.02
78369,-0.05,-0.02,-0.01
78397,-0.07,0.07,-0.02
78425,-0.14,0.09,-0.04
78455,-0.34,0.05,-0.09
78483,-0.68,-0.01,-0.12
78511,-0.89,0.00,-0.16
78539,-1.03,0.04,-0.17
78567,-1.16,0.02,-0.20
78594,-1.35,-0.04,-0.22
78622,-1.51,-0.08,-0.19
78652,-1.65,-0.12,-0.10
78680,-1.75,-0.15,0.03
78708,-1.77,-0.13,0.14
78736,-1.83,-0.16,0.17
78764,-1.86,-0.18,0.20
78791,-1.79,-0.15,0.24
78821,-1.72,-0.13,0.19
78846,-1.59,-0.04,0.20
78874,-1.52,0.02,0.21
78902,-1.47,-0.04,0.13
78930,-1.37,-0.08,-0.02
78958,-1.29,0.00,-0.07
78986,-1.21,0.07,-0.12
79016,-1.15,-0.01,-0.26
79044,-1.11,-0.11,-0.34
79071,-1.03,-0.07,-0.25
79099,-0.98,0.02,-0.16
79132,-0.88,0.04,-0.12
79161,-0.76,0.00,-0.09
79190,-0.68,0.00,-0.10
79218,-0.59,0.02,-0.14
79245,-0.50,0.02,-0.13
79272,-0.41,0.04,-0.08
79300,-0.33,0.06,-0.03
79328,-0.24,0.04,-0.02
79356,-0.15,0.00,-0.03
79387,-0.05,-0.03,-0.01
79415,0.02,-0.03,0.03
79443,0.12,-0.02,0.04
79471,0.25,0.00,0.01
79499,0.46,-0.03,-0.07
79527,0.67,-0.02,-0.09
79555,0.84,0.02,-0.03
79586,0.99,0.07,0.11
79613,1.12,0.06,0.24
79641,1.23,0.00,0.21
79668,1.32,-0.05,0.15
79696,1.48,-0.03,0.09
79724,1.61,0.04,0.07
79754,1.76,0.04,0.04
79782,1.84,0.03,0.11
79810,1.87,0.03,0.21
79837,1.86,-0.05,0.15
79865,1.89,-0.12,0.00
79892,1.84,-0.12,-0.03
79919,1.79,-0.03,-0.09
79955,1.70,0.04,-0.12
79980,1.61,0.05,-0.13
80010,1.53,0.02,-0.19
80036,1.47,0.07,-0.26
80064,1.40,0.11,-0.32
80091,1.19,0.18,0.06
80119,0.89,0.13,0.16
80149,0.63,0.00,0.15
80174,0.57,0.02,0.11
80202,0.54,0.02,0.06
80230,0.52,-0.02,0.05
80258,0.53,-0.06,0.08
80286,0.51,-0.02,0.10
80314,0.47,0.03,0.08
80345,0.43,0.03,0.11
80373,0.17,-0.03,0.05
80401,0.03,-0.01,0.00
80429,0.02,-0.01,-0.01
80457,0.00,-0.01,-0.01
80485,0.00,-0.01,-0.02
80515,0.01,-0.01,-0.01
80543,0.02,-0.02,0.00
80572,0.01,-0.02,-0.01
80600,0.00,-0.01,0.00
80628,-0.01,-0.01,-0.01
80656,0.02,-0.01,-0.03
80684,0.00,-0.01,-0.01
80715,0.00,-0.01,-0.01
80743,0.00,-0.01,-0.01
80776,0.00,-0.02,-0.01
80806,0.01,-0.01,-0.01
80834,0.00,-0.01,-0.01
80863,0.00,-0.01,-0.01
80893,0.00,-0.01,-0.01
80922,0.00,-0.01,-0.01
80950,0.00,-0.01,-0.01
80978,0.00,-0.01,-0.01
81006,0.00,-0.01,-0.01
81035,0.00,-0.01,-0.01
81063,0.00,-0.01,-0.01
81094,0.00,-0.01,-0.01
81122,0.00,-0.02,-0.01
81150,0.00,-0.01,-0.01
81178,0.00,-0.01,-0.01
